333,"{9.071033031433619*^8}"
334,"{9.068333196383665*^8}"
335,"{9.06563389357001*^8}"
336,"{9.062935122940526*^8}"
337,"{9.06023688444309*^8}"
338,"{9.057539178025571*^8}"
339,"{9.054842003635844*^8}"
340,"{9.052145361221782*^8}"
341,"{9.049449250731257*^8}"
342,"{9.046753672112143*^8}"
343,"{9.044058625312313*^8}"
344,"{9.041364110279639*^8}"
345,"{9.038670126961994*^8}"
346,"{9.035976675307251*^8}"
347,"{9.033283755263283*^8}"
348,"{9.030591366777965*^8}"
349,"{9.027899509799167*^8}"
350,"{9.025208184274764*^8}"
351,"{9.022517390152627*^8}"
352,"{9.019827127380632*^8}"
353,"{9.017137395906649*^8}"
354,"{9.014448195678552*^8}"
355,"{9.011759526644214*^8}"
356,"{9.009071388751509*^8}"
357,"{9.006383781948308*^8}"
358,"{9.003696706182486*^8}"
359,"{9.001010161401914*^8}"
360,"{8.998324147554467*^8}"
361,"{8.995638664588015*^8}"
362,"{8.992953712450434*^8}"
363,"{8.990269291089597*^8}"
364,"{8.987585400453374*^8}"
365,"{8.98490204048964*^8}"
366,"{8.982219211146269*^8}"
367,"{8.979536912371131*^8}"
368,"{8.976855144112102*^8}"
369,"{8.974173906317053*^8}"
370,"{8.971493198933858*^8}"
371,"{8.968813021910388*^8}"
372,"{8.96613337519452*^8}"
373,"{8.963454258734124*^8}"
374,"{8.960775672477072*^8}"
375,"{8.95809761637124*^8}"
376,"{8.955420090364498*^8}"
377,"{8.952743094404721*^8}"
378,"{8.950066628439782*^8}"
379,"{8.947390692417552*^8}"
380,"{8.944715286285907*^8}"
381,"{8.942040409992718*^8}"
382,"{8.939366063485856*^8}"
383,"{8.936692246713198*^8}"
384,"{8.934018959622616*^8}"
385,"{8.931346202161981*^8}"
386,"{8.928673974279166*^8}"
387,"{8.926002275922047*^8}"
388,"{8.923331107038494*^8}"
389,"{8.920660467576381*^8}"
390,"{8.917990357483581*^8}"
391,"{8.915320776707968*^8}"
392,"{8.912651725197413*^8}"
393,"{8.90998320289979*^8}"
394,"{8.907315209762971*^8}"
395,"{8.904647745734831*^8}"
396,"{8.901980810763242*^8}"
397,"{8.899314404796076*^8}"
398,"{8.896648527781206*^8}"
399,"{8.893983179666507*^8}"
400,"{8.891318360399851*^8}"
401,"{8.88865406992911*^8}"
402,"{8.885990308202157*^8}"
403,"{8.883327075166866*^8}"
404,"{8.88066437077111*^8}"
405,"{8.87800219496276*^8}"
406,"{8.875340547689692*^8}"
407,"{8.872679428899777*^8}"
408,"{8.870018838540889*^8}"
409,"{8.867358776560899*^8}"
410,"{8.864699242907683*^8}"
411,"{8.862040237529111*^8}"
412,"{8.859381760373057*^8}"
413,"{8.856723811387396*^8}"
414,"{8.854066390519998*^8}"
415,"{8.851409497718737*^8}"
416,"{8.848753132931486*^8}"
417,"{8.846097296106119*^8}"
418,"{8.843441987190508*^8}"
419,"{8.840787206132525*^8}"
420,"{8.838132952880045*^8}"
421,"{8.83547922738094*^8}"
422,"{8.832826029583082*^8}"
423,"{8.830173359434346*^8}"
424,"{8.827521216882604*^8}"
425,"{8.824869601875728*^8}"
426,"{8.822218514361593*^8}"
427,"{8.81956795428807*^8}"
428,"{8.816917921603032*^8}"
429,"{8.814268416254354*^8}"
430,"{8.811619438189907*^8}"
431,"{8.808970987357565*^8}"
432,"{8.806323063705201*^8}"
433,"{8.803675667180687*^8}"
434,"{8.801028797731897*^8}"
435,"{8.798382455306704*^8}"
436,"{8.795736639852979*^8}"
437,"{8.793091351318598*^8}"
438,"{8.790446589651432*^8}"
439,"{8.787802354799354*^8}"
440,"{8.785158646710237*^8}"
441,"{8.782515465331955*^8}"
442,"{8.77987281061238*^8}"
443,"{8.777230682499386*^8}"
444,"{8.774589080940845*^8}"
445,"{8.771948005884631*^8}"
446,"{8.769307457278615*^8}"
447,"{8.766667435070672*^8}"
448,"{8.764027939208673*^8}"
449,"{8.761388969640493*^8}"
450,"{8.758750526314003*^8}"
451,"{8.756112609177079*^8}"
452,"{8.75347521817759*^8}"
453,"{8.750838353263413*^8}"
454,"{8.748202014382417*^8}"
455,"{8.745566201482478*^8}"
456,"{8.742930914511468*^8}"
457,"{8.74029615341726*^8}"
458,"{8.737661918147726*^8}"
459,"{8.73502820865074*^8}"
460,"{8.732395024874175*^8}"
461,"{8.729762366765903*^8}"
462,"{8.727130234273798*^8}"
463,"{8.724498627345734*^8}"
464,"{8.721867545929581*^8}"
465,"{8.719236989973215*^8}"
466,"{8.716606959424506*^8}"
467,"{8.71397745423133*^8}"
468,"{8.711348474341557*^8}"
469,"{8.708720019703063*^8}"
470,"{8.706092090263718*^8}"
471,"{8.703464685971398*^8}"
472,"{8.700837806773974*^8}"
473,"{8.698211452619318*^8}"
474,"{8.695585623455305*^8}"
475,"{8.692960319229808*^8}"
476,"{8.690335539890699*^8}"
477,"{8.687711285385851*^8}"
478,"{8.685087555663137*^8}"
479,"{8.682464350670431*^8}"
480,"{8.679841670355604*^8}"
481,"{8.677219514666531*^8}"
482,"{8.674597883551083*^8}"
483,"{8.671976776957135*^8}"
484,"{8.669356194832559*^8}"
485,"{8.666736137125227*^8}"
486,"{8.664116603783014*^8}"
487,"{8.661497594753791*^8}"
488,"{8.658879109985433*^8}"
489,"{8.65626114942581*^8}"
490,"{8.6536437130228*^8}"
491,"{8.65102680072427*^8}"
492,"{8.648410412478096*^8}"
493,"{8.645794548232151*^8}"
494,"{8.643179207934308*^8}"
495,"{8.64056439153244*^8}"
496,"{8.63795009897442*^8}"
497,"{8.635336330208119*^8}"
498,"{8.632723085181413*^8}"
499,"{8.630110363842173*^8}"
500,"{8.627498166138272*^8}"
501,"{8.624886492017584*^8}"
502,"{8.622275341427982*^8}"
503,"{8.619664714317337*^8}"
504,"{8.617054610633525*^8}"
505,"{8.614445030324416*^8}"
506,"{8.611835973337884*^8}"
507,"{8.609227439621804*^8}"
508,"{8.606619429124045*^8}"
509,"{8.604011941792485*^8}"
510,"{8.601404977574992*^8}"
511,"{8.598798536419442*^8}"
512,"{8.596192618273706*^8}"
513,"{8.59358722308566*^8}"
514,"{8.590982350803174*^8}"
515,"{8.588378001374122*^8}"
516,"{8.585774174746377*^8}"
517,"{8.583170870867813*^8}"
518,"{8.5805680896863*^8}"
519,"{8.577965831149714*^8}"
520,"{8.575364095205927*^8}"
521,"{8.572762881802812*^8}"
522,"{8.57016219088824*^8}"
523,"{8.567562022410088*^8}"
524,"{8.564962376316226*^8}"
525,"{8.562363252554528*^8}"
526,"{8.559764651072866*^8}"
527,"{8.557166571819113*^8}"
528,"{8.554569014741144*^8}"
529,"{8.55197197978683*^8}"
530,"{8.549375466904044*^8}"
531,"{8.546779476040661*^8}"
532,"{8.544184007144551*^8}"
533,"{8.54158906016359*^8}"
534,"{8.538994635045648*^8}"
535,"{8.536400731738601*^8}"
536,"{8.533807350190319*^8}"
537,"{8.531214490348676*^8}"
538,"{8.528622152161546*^8}"
539,"{8.526030335576801*^8}"
540,"{8.523439040542314*^8}"
541,"{8.520848267005959*^8}"
542,"{8.518258014915608*^8}"
543,"{8.515668284219134*^8}"
544,"{8.51307907486441*^8}"
545,"{8.510490386799309*^8}"
546,"{8.507902219971704*^8}"
547,"{8.505314574329468*^8}"
548,"{8.502727449820474*^8}"
549,"{8.500140846392596*^8}"
550,"{8.497554763993704*^8}"
551,"{8.494969202571675*^8}"
552,"{8.492384162074378*^8}"
553,"{8.489799642449689*^8}"
554,"{8.487215643645478*^8}"
555,"{8.484632165609622*^8}"
556,"{8.48204920828999*^8}"
557,"{8.479466771634458*^8}"
558,"{8.476884855590898*^8}"
559,"{8.474303460107181*^8}"
560,"{8.471722585131183*^8}"
561,"{8.469142230610775*^8}"
562,"{8.466562396493831*^8}"
563,"{8.463983082728223*^8}"
564,"{8.461404289261824*^8}"
565,"{8.458826016042508*^8}"
566,"{8.456248263018147*^8}"
567,"{8.453671030136615*^8}"
568,"{8.451094317345784*^8}"
569,"{8.448518124593527*^8}"
570,"{8.445942451827718*^8}"
571,"{8.443367298996229*^8}"
572,"{8.440792666046933*^8}"
573,"{8.438218552927704*^8}"
574,"{8.435644959586413*^8}"
575,"{8.433071885970935*^8}"
576,"{8.430499332029141*^8}"
577,"{8.427927297708906*^8}"
578,"{8.425355782958102*^8}"
579,"{8.422784787724602*^8}"
580,"{8.420214311956278*^8}"
581,"{8.417644355601006*^8}"
582,"{8.415074918606654*^8}"
583,"{8.4125060009211*^8}"
584,"{8.409937602492214*^8}"
585,"{8.407369723267871*^8}"
586,"{8.404802363195941*^8}"
587,"{8.402235522224301*^8}"
588,"{8.39966920030082*^8}"
589,"{8.397103397373374*^8}"
590,"{8.394538113389833*^8}"
591,"{8.391973348298072*^8}"
592,"{8.389409102045964*^8}"
593,"{8.386845374581381*^8}"
594,"{8.384282165852197*^8}"
595,"{8.381719475806285*^8}"
596,"{8.379157304391518*^8}"
597,"{8.376595651555767*^8}"
598,"{8.374034517246907*^8}"
599,"{8.37147390141281*^8}"
600,"{8.368913804001349*^8}"
601,"{8.366354224960397*^8}"
602,"{8.36379516423783*^8}"
603,"{8.361236621781515*^8}"
604,"{8.35867859753933*^8}"
605,"{8.356121091459146*^8}"
606,"{8.353564103488835*^8}"
607,"{8.351007633576273*^8}"
608,"{8.34845168166933*^8}"
609,"{8.34589624771588*^8}"
610,"{8.343341331663796*^8}"
611,"{8.340786933460951*^8}"
612,"{8.338233053055218*^8}"
613,"{8.335679690394471*^8}"
614,"{8.33312684542658*^8}"
615,"{8.330574518099421*^8}"
616,"{8.328022708360865*^8}"
617,"{8.325471416158787*^8}"
618,"{8.322920641441058*^8}"
619,"{8.320370384155552*^8}"
620,"{8.317820644250141*^8}"
621,"{8.3152714216727*^8}"
622,"{8.3127227163711*^8}"
623,"{8.310174528293214*^8}"
624,"{8.307626857386916*^8}"
625,"{8.305079703600079*^8}"
626,"{8.302533066880575*^8}"
627,"{8.299986947176278*^8}"
628,"{8.29744134443506*^8}"
629,"{8.294896258604795*^8}"
630,"{8.292351689633354*^8}"
631,"{8.289807637468612*^8}"
632,"{8.287264102058442*^8}"
633,"{8.284721083350716*^8}"
634,"{8.282178581293322*^8}"
635,"{8.279636595834148*^8}"
636,"{8.277095126921067*^8}"
637,"{8.274554174501953*^8}"
638,"{8.272013738524678*^8}"
639,"{8.269473818937116*^8}"
640,"{8.26693441568714*^8}"
641,"{8.264395528722622*^8}"
642,"{8.261857157991438*^8}"
643,"{8.259319303441458*^8}"
644,"{8.256781965020555*^8}"
645,"{8.254245142676605*^8}"
646,"{8.251708836357479*^8}"
647,"{8.249173046011051*^8}"
648,"{8.246637771585194*^8}"
649,"{8.24410301302778*^8}"
650,"{8.241568770286683*^8}"
651,"{8.239035043309777*^8}"
652,"{8.236501832044934*^8}"
653,"{8.233969136440027*^8}"
654,"{8.23143695644293*^8}"
655,"{8.228905292001514*^8}"
656,"{8.226374143063655*^8}"
657,"{8.223843509577225*^8}"
658,"{8.221313391490097*^8}"
659,"{8.218783788750143*^8}"
660,"{8.216254701305238*^8}"
661,"{8.213726129103254*^8}"
662,"{8.211198072092066*^8}"
663,"{8.208670530219543*^8}"
664,"{8.206143503433563*^8}"
665,"{8.203616991681995*^8}"
666,"{8.201090994912715*^8}"
667,"{8.198565513073595*^8}"
668,"{8.196040546112506*^8}"
669,"{8.193516093977326*^8}"
670,"{8.190992156615925*^8}"
671,"{8.188468733976176*^8}"
672,"{8.185945826005952*^8}"
673,"{8.183423432653127*^8}"
674,"{8.180901553865575*^8}"
675,"{8.178380189591167*^8}"
676,"{8.175859339777777*^8}"
677,"{8.173339004373279*^8}"
678,"{8.170819183325545*^8}"
679,"{8.168299876582447*^8}"
680,"{8.165781084091861*^8}"
681,"{8.163262805801659*^8}"
682,"{8.160745041659713*^8}"
683,"{8.158227791613898*^8}"
684,"{8.155711055612085*^8}"
685,"{8.15319483360215*^8}"
686,"{8.150679125531962*^8}"
687,"{8.148163931349397*^8}"
688,"{8.145649251002328*^8}"
689,"{8.143135084438627*^8}"
690,"{8.140621431606169*^8}"
691,"{8.138108292452825*^8}"
692,"{8.135595666926469*^8}"
693,"{8.133083554974974*^8}"
694,"{8.130571956546214*^8}"
695,"{8.128060871588061*^8}"
696,"{8.125550300048388*^8}"
697,"{8.123040241875069*^8}"
698,"{8.120530697015977*^8}"
699,"{8.118021665418985*^8}"
700,"{8.115513147031965*^8}"
701,"{8.113005141802793*^8}"
702,"{8.110497649679339*^8}"
703,"{8.107990670609477*^8}"
704,"{8.10548420454108*^8}"
705,"{8.102978251422023*^8}"
706,"{8.100472811200178*^8}"
707,"{8.097967883823416*^8}"
708,"{8.095463469239613*^8}"
709,"{8.092959567396641*^8}"
710,"{8.090456178242372*^8}"
711,"{8.087953301724682*^8}"
712,"{8.085450937791442*^8}"
713,"{8.082949086390525*^8}"
714,"{8.080447747469804*^8}"
715,"{8.077946920977154*^8}"
716,"{8.075446606860447*^8}"
717,"{8.072946805067556*^8}"
718,"{8.070447515546353*^8}"
719,"{8.067948738244712*^8}"
720,"{8.065450473110508*^8}"
721,"{8.062952720091612*^8}"
722,"{8.060455479135897*^8}"
723,"{8.057958750191238*^8}"
724,"{8.055462533205506*^8}"
725,"{8.052966828126574*^8}"
726,"{8.050471634902318*^8}"
727,"{8.047976953480607*^8}"
728,"{8.045482783809319*^8}"
729,"{8.042989125836322*^8}"
730,"{8.040495979509492*^8}"
731,"{8.038003344776703*^8}"
732,"{8.035511221585826*^8}"
733,"{8.033019609884734*^8}"
734,"{8.030528509621303*^8}"
735,"{8.028037920743402*^8}"
736,"{8.025547843198907*^8}"
737,"{8.023058276935692*^8}"
738,"{8.020569221901627*^8}"
739,"{8.018080678044587*^8}"
740,"{8.015592645312445*^8}"
741,"{8.013105123653073*^8}"
742,"{8.010618113014346*^8}"
743,"{8.008131613344135*^8}"
744,"{8.005645624590316*^8}"
745,"{8.003160146700759*^8}"
746,"{8.000675179623339*^8}"
747,"{7.998190723305929*^8}"
748,"{7.9957067776964*^8}"
749,"{7.993223342742628*^8}"
750,"{7.990740418392485*^8}"
751,"{7.988258004593844*^8}"
752,"{7.985776101294578*^8}"
753,"{7.98329470844256*^8}"
754,"{7.980813825985664*^8}"
755,"{7.978333453871763*^8}"
756,"{7.975853592048728*^8}"
757,"{7.973374240464436*^8}"
758,"{7.970895399066757*^8}"
759,"{7.968417067803564*^8}"
760,"{7.965939246622733*^8}"
761,"{7.963461935472133*^8}"
762,"{7.960985134299642*^8}"
763,"{7.958508843053129*^8}"
764,"{7.956033061680468*^8}"
765,"{7.953557790129534*^8}"
766,"{7.951083028348198*^8}"
767,"{7.948608776284335*^8}"
768,"{7.946135033885816*^8}"
769,"{7.943661801100516*^8}"
770,"{7.941189077876307*^8}"
771,"{7.938716864161062*^8}"
772,"{7.936245159902656*^8}"
773,"{7.933773965048959*^8}"
774,"{7.931303279547846*^8}"
775,"{7.928833103347192*^8}"
776,"{7.926363436394866*^8}"
777,"{7.923894278638744*^8}"
778,"{7.921425630026698*^8}"
779,"{7.918957490506601*^8}"
780,"{7.916489860026327*^8}"
781,"{7.91402273853375*^8}"
782,"{7.91155612597674*^8}"
783,"{7.909090022303172*^8}"
784,"{7.90662442746092*^8}"
785,"{7.904159341397855*^8}"
786,"{7.901694764061853*^8}"
787,"{7.899230695400783*^8}"
788,"{7.896767135362523*^8}"
789,"{7.894304083894942*^8}"
790,"{7.891841540945915*^8}"
791,"{7.889379506463314*^8}"
792,"{7.886917980395014*^8}"
793,"{7.884456962688887*^8}"
794,"{7.881996453292806*^8}"
795,"{7.879536452154645*^8}"
796,"{7.877076959222276*^8}"
797,"{7.874617974443573*^8}"
798,"{7.872159497766408*^8}"
799,"{7.869701529138654*^8}"
800,"{7.867244068508186*^8}"
801,"{7.864787115822877*^8}"
802,"{7.862330671030598*^8}"
803,"{7.859874734079224*^8}"
804,"{7.857419304916626*^8}"
805,"{7.85496438349068*^8}"
806,"{7.852509969749258*^8}"
807,"{7.850056063640231*^8}"
808,"{7.847602665111475*^8}"
809,"{7.845149774110862*^8}"
810,"{7.842697390586264*^8}"
811,"{7.840245514485557*^8}"
812,"{7.837794145756611*^8}"
813,"{7.8353432843473*^8}"
814,"{7.8328929302055*^8}"
815,"{7.83044308327908*^8}"
816,"{7.827993743515915*^8}"
817,"{7.825544910863879*^8}"
818,"{7.823096585270842*^8}"
819,"{7.820648766684681*^8}"
820,"{7.818201455053266*^8}"
821,"{7.815754650324473*^8}"
822,"{7.813308352446172*^8}"
